player_code,player_id,first_name,second_name,web_name,team_code,position,clean_name
599303,466,Sean,Neave,Neave,4,Forward,Neave
632794,559,Aladji,Bamba,Bamba,4,Midfielder,Bamba
470551,567,Lukás,Hornícek,Horníček,4,Goalkeeper,Hornicek
85633,467,Matz,Sels,Sels,17,Goalkeeper,Sels
221389,468,John Victor,Maciel Furtado,John,17,Goalkeeper,John
439509,557,Christos,Tzolis,Tzolis,3,Midfielder,Tzolis
485337,42,Evann,Guessand,Guessand,7,Midfielder,Guessand
215711,44,Leon,Bailey,Bailey,7,Midfielder,Bailey
122806,45,John,McGinn,McGinn,7,Midfielder,McGinn
88894,46,Ross,Barkley,Barkley,7,Midfielder,Barkley
226944,47,Boubacar,Kamara,Kamara,7,Midfielder,Kamara
449871,48,Amadou,Onana,Onana,7,Midfielder,Onana
469247,49,Samuel,Iling-Junior,Iling Jr,7,Midfielder,Iling Jr
645618,50,Bradley,Burrowes,Burrowes,7,Midfielder,Burrowes
577285,51,George,Hemmings,George Hemmings,7,Midfielder,George Hemmings
653481,52,Alysson Edward Franco,da Rocha dos Santos,Alysson,7,Midfielder,Alysson
614071,53,Johan,Manzambi,Manzambi,7,Midfielder,Manzambi
448089,54,Joao,Gomes,Gomes,7,Midfielder,Gomes
178301,55,Ollie,Watkins,Watkins,7,Forward,Watkins
173879,56,Tammy,Abraham,Abraham,7,Forward,Abraham
493105,160,Alejandro,Garnacho Ferreyra,Garnacho,7,Midfielder,Garnacho
457569,57,Đorđe,Petrović,Petrović,91,Goalkeeper,Petrovic
40383,58,Fraser,Forster,Forster,91,Goalkeeper,Forster
444172,59,Will,Dennis,Dennis,91,Goalkeeper,Dennis
463981,60,James,Hill,Hill,91,Defender,Hill
494521,61,Adrien,Truffert,Truffert,91,Defender,Truffert
242882,62,Bafodé,Diakité,Diakité,91,Defender,Diakite
620487,63,Veljko,Milosavljevic,Milosavljević,91,Defender,Milosavljevic
54469,64,Adam,Smith,Smith,91,Defender,Smith
436893,65,Julián,Araujo Zúñiga,J.Araujo,91,Defender,J.Araujo
575901,66,Julio,Soler Barreto,Soler,91,Defender,Soler
499604,67,Rayan Vitor,Simplício Rocha,Rayan,91,Midfielder,Rayan
201658,68,Marcus,Tavernier,Tavernier,91,Midfielder,Tavernier
503139,69,Alex,Scott,Scott,91,Midfielder,Scott
222683,70,Justin,Kluivert,Kluivert,91,Midfielder,Kluivert
496208,72,Ben,Gannon-Doak,Gannon-Doak,91,Midfielder,Gannon-Doak
200785,73,Tyler,Adams,Adams,91,Midfielder,Adams
111317,74,David,Brooks,Brooks,91,Midfielder,Brooks
158499,75,Ryan,Christie,Christie,91,Midfielder,Christie
614574,76,Alex,Tóth,Tóth.A,91,Midfielder,Toth.A
489888,77,Amine,Adli,Adli,91,Midfielder,Adli
215136,469,Neco,Williams,N.Williams,17,Defender,N.Williams
485047,470,Felipe,Rodrigues da Silva,Morato,17,Defender,Morato
210156,492,Taiwo,Awoniyi,Awoniyi,17,Forward,Awoniyi
465680,493,Arnaud,Kalimuendo,Kalimuendo,17,Forward,Kalimuendo
204561,558,Xaver,Schlager,Schlager,17,Midfielder,Schlager
469142,112,Jan Paul,van Hecke,Van Hecke,6,Defender,Van Hecke
432422,455,Sandro,Tonali,Tonali,6,Midfielder,Tonali
184254,494,Guglielmo,Vicario,Vicario,6,Goalkeeper,Vicario
214572,495,Brandon,Austin,Austin,6,Goalkeeper,Austin
485055,496,Antonín,Kinský,Kinsky,6,Goalkeeper,Kinsky
67089,497,Martin,Dubravka,Dubravka,6,Goalkeeper,Dubravka
221466,498,Marcos,Senesi Barón,Senesi,6,Defender,Senesi
441164,499,Pedro,Porro Sauceda,Pedro Porro,6,Defender,Pedro Porro
221632,500,Cristian,Romero,Romero,6,Defender,Romero
135720,501,Kevin,Danso,Danso,6,Defender,Danso
122798,502,Andrew,Robertson,Robertson,6,Defender,Robertson
491279,503,Micky,van de Ven,Van de Ven,6,Defender,Van de Ven
232859,505,Djed,Spence,Spence,6,Defender,Spence
487053,506,Destiny,Udogie,Udogie,6,Defender,Udogie
200834,533,Nordi,Mukiele,Mukiele,56,Defender,Mukiele
487676,534,Trai,Hume,Hume,56,Defender,Hume
201895,535,Omar,Alderete,Alderete,56,Defender,Alderete
434399,536,Reinildo,Mandava,Reinildo,56,Defender,Reinildo
519634,537,Jenson,Seelt,Seelt,56,Defender,Seelt
477547,538,Leo Fuhr,Hjelde,Hjelde,56,Defender,Hjelde
167512,539,Luke,O'Nien,O'Nien,56,Defender,O'Nien
105717,540,Arthur,Masuaku,Masuaku,56,Defender,Masuaku
93605,541,Thomas,Meunier,Meunier,56,Defender,Meunier
154561,1,David,Raya Martín,Raya,3,Goalkeeper,Raya
109745,2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,3,Goalkeeper,Arrizabalaga
437495,3,Illan,Meslier,Meslier,3,Goalkeeper,Meslier
226597,4,Gabriel,dos Santos Magalhães,Gabriel,3,Defender,Gabriel
445122,5,Jurriën,Timber,J.Timber,3,Defender,J.Timber
462424,6,William,Saliba,Saliba,3,Defender,Saliba
499169,7,Myles,Lewis-Skelly,Lewis-Skelly,3,Midfielder,Lewis-Skelly
466075,8,Riccardo,Calafiori,Calafiori,3,Defender,Calafiori
448104,9,Piero,Hincapié,Hincapie,3,Defender,Hincapie
198869,10,Benjamin,White,White,3,Defender,White
500040,11,Cristhian,Mosquera,Mosquera,3,Defender,Mosquera
223340,12,Bukayo,Saka,Saka,3,Midfielder,Saka
204480,13,Declan,Rice,Rice,3,Midfielder,Rice
232413,14,Eberechi,Eze,Eze,3,Midfielder,Eze
184029,15,Martin,Ødegaard,Ødegaard,3,Midfielder,Ødegaard
248857,16,Noni,Madueke,Madueke,3,Midfielder,Madueke
195384,17,Mikel,Merino Zazón,Merino,3,Midfielder,Merino
444145,18,Gabriel,Martinelli Silva,Martinelli,3,Midfielder,Martinelli
481655,19,Martín,Zubimendi Ibáñez,Zubimendi,3,Midfielder,Zubimendi
616077,20,Max,Dowman,Dowman,3,Midfielder,Dowman
499175,22,Ethan,Nwaneri,Nwaneri,3,Midfielder,Nwaneri
438098,23,Fábio,Ferreira Vieira,Fábio Vieira,3,Midfielder,Fabio Vieira
200641,24,Reiss,Nelson,Nelson,3,Midfielder,Nelson
224117,25,Viktor,Gyökeres,Gyökeres,3,Forward,Gyokeres
219847,26,Kai,Havertz,Havertz,3,Forward,Havertz
205651,27,Gabriel,Fernando de Jesus,G.Jesus,3,Forward,G.Jesus
98980,28,Emiliano,Martínez Romero,Martinez,7,Goalkeeper,Martinez
72147,29,Marco,Bizot,M.Bizot,7,Goalkeeper,M.Bizot
101188,30,Lucas,Digne,Digne,7,Defender,Digne
199798,31,Ezri,Konsa Ngoyo,Konsa,7,Defender,Konsa
199796,32,Matty,Cash,Cash,7,Defender,Cash
149484,33,Tyrone,Mings,Mings,7,Defender,Mings
244954,34,Pau,Torres,Pau,7,Defender,Pau
515597,35,Lamare,Bogarde,Bogarde,7,Midfielder,Bogarde
441302,36,Ian,Maatsen,Maatsen,7,Defender,Maatsen
184667,37,Victor,Lindelöf,Lindelöf,7,Defender,Lindelof
606798,38,Andrés,García,A.García,7,Defender,A.Garcia
578545,39,Kosta,Nedeljkovic,Nedeljkovic,7,Defender,Nedeljkovic
195546,41,Emiliano,Buendía Stati,Buendía,7,Midfielder,Buendia
560262,78,Junior,Kroupi,Kroupi.Jr,91,Midfielder,Kroupi.Jr
155408,71,Lewis,Cook,Cook,91,Midfielder,Cook
213292,296,David,Akintola,Akintola,88,Midfielder,Akintola
227444,471,Nikola,Milenković,Milenković,17,Defender,Milenkovic
575476,472,Murillo,Costa dos Santos,Murillo,17,Defender,Murillo
159506,473,Ola,Aina,Aina,17,Defender,Aina
575458,474,Jair,Paula da Cunha Filho,Jair Cunha,17,Defender,Jair Cunha
500151,475,Nicolò,Savona,Savona,17,Defender,Savona
204822,476,Omar,Richards,O.Richards,17,Defender,O.Richards
549067,477,Zach,Abbott,Abbott,17,Defender,Abbott
470315,478,Luca,Netz,Netz,17,Defender,Netz
538638,479,Tyler,Bindon,Bindon,17,Defender,Bindon
222531,480,Morgan,Gibbs-White,Gibbs-White,17,Midfielder,Gibbs-White
209046,482,Callum,Hudson-Odoi,Hudson-Odoi,17,Midfielder,Hudson-Odoi
456512,483,Dan,Ndoye,Ndoye,17,Midfielder,Ndoye
503301,484,Omari,Hutchinson,Hutchinson,17,Midfielder,Hutchinson
476887,485,Dilane,Bakwa,Bakwa,17,Midfielder,Bakwa
432714,486,James,McAtee,McAtee,17,Midfielder,McAtee
250199,487,Nicolás,Domínguez,Dominguez,17,Midfielder,Dominguez
210462,488,Ibrahim,Sangaré,Sangaré,17,Midfielder,Sangare
204968,489,Ryan,Yates,Yates,17,Midfielder,Yates
60689,490,Chris,Wood,Wood,17,Forward,Wood
482973,491,Igor Jesus,Maciel da Cruz,Igor Jesus,17,Forward,Igor Jesus
548308,507,Ashley,Phillips,Phillips,6,Defender,Phillips
115556,508,Ben,Davies,Davies,6,Defender,Davies
640419,509,Jun'ai,Byfield,Byfield,6,Defender,Byfield
499716,510,James,Rowswell,Rowswell,6,Defender,Rowswell
616221,511,João Victor,de Souza Menezes,Souza,6,Defender,Souza
460842,512,Mohammed,Kudus,Kudus,6,Midfielder,Kudus
493362,513,Xavi,Simons,Xavi,6,Midfielder,Xavi
511499,514,Mathys,Tel,Tel,6,Midfielder,Tel
172780,515,James,Maddison,Maddison,6,Midfielder,Maddison
202993,516,Rodrigo,Bentancur,Bentancur,6,Midfielder,Bentancur
550839,517,Wilson,Odobert,Odobert,6,Midfielder,Odobert
482442,518,Pape Matar,Sarr,P.M.Sarr,6,Midfielder,P.M.Sarr
232787,519,Conor,Gallagher,Gallagher,6,Midfielder,Gallagher
570526,520,Lucas,Bergvall,Bergvall,6,Midfielder,Bergvall
445044,521,Dejan,Kulusevski,Kulusevski,6,Midfielder,Kulusevski
547701,522,Archie,Gray,Gray,6,Midfielder,Gray
499721,523,Mikey,Moore,Moore,6,Midfielder,Moore
499726,524,Callum,Olusesi,Olusesi,6,Midfielder,Olusesi
551226,525,Mateus,Fernandes,Fernandes,6,Midfielder,Fernandes
154566,526,Dominic,Solanke-Mitchell,Solanke,6,Forward,Solanke
212319,527,Richarlison,de Andrade,Richarlison,6,Forward,Richarlison
490145,528,Dane,Scarlett,Scarlett,6,Forward,Scarlett
498016,529,Robin,Roefs,Roefs,56,Goalkeeper,Roefs
232571,530,Anthony,Patterson,Patterson,56,Goalkeeper,Patterson
515046,531,Melker,Ellborg,Ellborg,56,Goalkeeper,Ellborg
223827,532,Daniel,Ballard,Ballard,56,Defender,Ballard
484420,542,Enzo,Le Fée,E.Le Fée,56,Midfielder,E.Le Fee
547027,543,Habib,Diarra,Diarra,56,Midfielder,Diarra
84450,544,Granit,Xhaka,Xhaka,56,Midfielder,Xhaka
577669,545,Noah,Sadiki,Sadiki,56,Midfielder,Sadiki
535818,546,Simon,Adingra,Adingra,56,Midfielder,Adingra
461199,547,Romaine,Mundle,Mundle,56,Midfielder,Mundle
554197,548,Chris,Rigg,Rigg,56,Midfielder,Rigg
549912,549,Chemsdine,Talbi,Talbi,56,Midfielder,Talbi
699989,550,Djiamgone Jocelin Ta,Bi,Jocelin.T,56,Midfielder,Jocelin.T
536661,551,Nilson,Angulo,Angulo,56,Midfielder,Angulo
441264,552,Brian,Brobbey,Brobbey,56,Forward,Brobbey
437505,553,Wilson,Isidor,Isidor,56,Forward,Isidor
